Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,AGE,BMI,PATIENT,Diastolic Blood Pressure,Glucose,Hemoglobin A1c/Hemoglobin.total in Blood,Systolic Blood Pressure,Body Height,Body Weight,fev1_fvc,respiratory_rate,oxygen,carbon_dioxide,smoking,dyspnea,wheezing,cough,systolic_bp,diastolic_bp,cholesterol,ldl,hdl,triglycerides,troponin,creatinine,bmi,glucose,crp,nt_probnp,lvef,copd_chronic_obstructive_bronchitis,copd_pulmonary_emphysema,copd_hypoxemia,copd_respiratory_distress,copd_pneumonia,cvd_hypertension,cvd_heart_failure,cvd_ischemic_heart_disease,cvd_atrial_fibrillation,cvd_metabolic_syndrome,cvd_hyperlipidemia,cvd_diabetes,has_diabetes,diabetes_risk_score,has_copd,copd_risk_score,has_cvd,cvd_risk_score
e0eb6ba9-d256-4290-7e82-9eea6bd43f24,1981-12-18,,999-92-5897,S99967882,X84625602X,Mr.,Peter292,Ismael683,Mertz280,,,M,asian,nonhispanic,M,San Gabriel  California  US,224 Abernathy Gate Apt 2,San Jose,California,Santa Clara County,6085.0,95124,37.317149967821706,-121.98013602916872,138893.08,12629.55,279867,43,28.06478341113973,e0eb6ba9-d256-4290-7e82-9eea6bd43f24,91.1818181818182,84.5,6.1,143.63636363636363,190.2,101.52727272727272,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0.376,0,0.874
44f12b2f-3a6f-dbde-c45f-cc10bf4ebfce,1985-04-22,,999-58-5957,S99979533,X76878526X,Mrs.,Arlean815,,Bartell116,,Durgan499,M,white,nonhispanic,F,Challenge-Brownsville  California  US,426 Schinner Overpass,Los Angeles,California,Los Angeles County,6037.0,91605,34.11696435394378,-118.37958458724869,14773.74,1154994.29,11332,40,29.74551510418128,44f12b2f-3a6f-dbde-c45f-cc10bf4ebfce,79.13333333333334,84.5,6.07,116.43333333333334,164.6,80.59,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.388,0,0.26,1,0.974
06b7f072-dac3-f0c4-3afe-eb477303e473,1958-01-09,,999-10-9583,S99919828,X68432005X,Mr.,Lawerence6,,Stark857,,,S,white,nonhispanic,M,San Jose  California  US,359 Gislason Spur,San Francisco,California,San Francisco County,6075.0,94115,37.75951688670023,-122.48407105202436,19862.38,598609.9,16994,67,27.557448362132856,06b7f072-dac3-f0c4-3afe-eb477303e473,83.36666666666666,93.3,6.1,129.8,169.1,78.8,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.762,0,0.767,1,1.0
3a249193-21e6-8b0d-87af-f54301787e9a,2004-04-26,,999-17-6287,S99994672,X8547656X,Mr.,José Emilio366,Ricardo560,Parra592,,,,hawaiian,hispanic,M,Lima  Lima Province  PE,907 O'Keefe Highlands Apt 25,San Francisco,California,San Francisco County,6075.0,94103,37.84174604697412,-122.39244937293772,76721.4,0.0,84525,21,28.697035250546847,3a249193-21e6-8b0d-87af-f54301787e9a,70.33333333333333,84.5,6.1,98.55555555555556,164.6888888888889,77.83333333333333,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0.159,0,0.349
8e6ecdc3-1d38-9052-09ff-2dc38e730576,1983-05-04,,999-38-6131,S99940839,X17800150X,Mrs.,Malika385,,Fritsch593,,Schaefer657,M,white,nonhispanic,F,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,515 Wisozk Bypass Apt 77,Los Angeles,California,Los Angeles County,6037.0,90710,33.7851692193661,-118.27952177237108,13577.75,718179.73,20291,42,28.486079819041404,8e6ecdc3-1d38-9052-09ff-2dc38e730576,83.6,84.5,6.3,104.4,167.1,79.53999999999999,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.383,0,0.467,1,0.981
2b50d862-a78a-9269-7c27-d40890afb586,1998-03-25,,999-31-9572,S99912385,X55218639X,Ms.,Eleonore965,Rowena386,Weissnat378,,,,white,nonhispanic,F,Thousand Oaks  California  US,653 Jacobs Vista,San Jose,California,Santa Clara County,6085.0,95148,37.34066105431397,-121.84416249936004,106811.04,984649.92,102659,27,20.52413194052496,2b50d862-a78a-9269-7c27-d40890afb586,83.83333333333333,84.5,6.1,134.75,170.575,59.71666666666667,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.168,0,0.206,1,0.736
937420c2-0943-6719-8f3a-f0b9cbe6dbb8,2011-08-06,,999-68-2928,,,,Marnie892,Greta919,Heller342,,,,native,nonhispanic,F,Los Angeles  California  US,177 Hudson Drive Unit 91,Los Angeles,California,Los Angeles County,6037.0,90023,33.94110345865219,-118.43426161513482,2650.0,88957.63,22811,14,16.19641115859379,937420c2-0943-6719-8f3a-f0b9cbe6dbb8,65.0909090909091,84.5,6.1,126.45454545454544,135.43636363636364,29.70909090909091,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.115,0,0.148
52f6a91c-3849-e387-b8ed-e2bfbfd0bc23,1985-10-28,,999-66-2507,S99920361,X85414295X,Mrs.,Enriqueta274,Jimmy858,Carter549,,VonRueden376,M,white,hispanic,F,Concord  California  US,285 D'Amore Fork Suite 47,Dinuba,California,Tulare County,6107.0,93618,36.51534861825845,-119.45082488397252,145904.83,558450.8,97728,40,27.013718697960844,52f6a91c-3849-e387-b8ed-e2bfbfd0bc23,71.075,84.5,6.1,123.575,164.8,73.36666666666666,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.321,0,0.186,1,0.894
a7f56a0c-9b11-db94-8a44-f1f9fd6c5f72,2018-09-22,,999-19-4739,,,,Leopoldo762,Darrin898,Zboncak558,,,,other,nonhispanic,M,Fullerton  California  US,167 Stehr Park,San Ramon,California,Contra Costa County,6013.0,94582,37.7402760678575,-121.96308738268998,16293.49,25094.7,186081,7,17.66629722330615,a7f56a0c-9b11-db94-8a44-f1f9fd6c5f72,82.875,84.5,6.1,115.5625,91.025,14.6375,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.083,0,0.053
d1a3386c-aad8-65b0-0cf6-35f3fb64285b,2019-06-03,,999-80-2733,,,,Wilford267,,Mayer370,,,,white,hispanic,M,Mountain View  California  US,923 Quitzon Lodge Unit 70,Atascadero,California,San Luis Obispo County,6079.0,93465,35.52297429166909,-120.6794500240828,1100.0,36109.63,15700,6,16.2045106051866,d1a3386c-aad8-65b0-0cf6-35f3fb64285b,77.375,84.5,6.1,100.75,81.54375,10.775,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.079,0,0.046
6ac6f774-6426-98b3-986a-bf1b0455998a,2004-07-04,,999-95-8720,S99945306,X79482400X,Ms.,Parthenia862,Nu535,Gulgowski816,,,,white,nonhispanic,F,San Francisco  California  US,493 Steuber Vista Unit 59,Gilroy,California,Santa Clara County,6085.0,95020,37.04305591031447,-121.59577855006376,4650.0,281247.93,1582,21,23.80827188720844,6ac6f774-6426-98b3-986a-bf1b0455998a,82.66666666666667,84.5,6.1,97.33333333333331,167.26666666666668,66.61111111111111,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0.159,0,0.349
ae1f595f-f54f-7994-883b-38531f55ecfc,1982-10-12,,999-55-4737,S99988637,X66630344X,Mr.,Rodrigo242,Fernando603,Amador986,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,923 Brekke Throughway Apt 89,Susanville,California,Lassen County,6035.0,96117,40.58776300431204,-120.6741366729064,12581.78,89315.34,44825,43,28.880306688111244,ae1f595f-f54f-7994-883b-38531f55ecfc,76.5,84.5,6.0,114.5,191.4,105.8,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.459,0,0.481,1,0.984
1163c892-231d-9ddc-ab0f-11e5e46afd8c,1975-08-22,,999-89-8818,S99977146,X42473294X,Mr.,Rodrigo242,,Duran646,,,M,white,hispanic,M,Havana  Havana  CU,587 Emmerich Manor,Corona,California,Riverside County,6065.0,92880,33.87909298111345,-117.58473254857306,157102.51,19331.53,87466,50,29.44494365171986,1163c892-231d-9ddc-ab0f-11e5e46afd8c,92.5,84.5,6.1,115.0,179.4,94.76666666666668,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0,0.466,0,0.955
a218afc4-9fc8-5347-2a26-d06e681ad5d4,2013-07-24,,999-93-2917,,,,Eloisa55,Zenobia558,Ryan260,,,,white,hispanic,F,Elk Grove  California  US,734 Schiller Walk,San Clemente,California,Orange County,6059.0,92673,33.45871930969241,-117.61921815060292,49575.36,13731.46,813104,12,18.646618792656565,a218afc4-9fc8-5347-2a26-d06e681ad5d4,79.78571428571429,84.5,6.1,110.14285714285714,114.15714285714286,24.3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.105,0,0.112
03ae998a-667f-b721-9a27-c69bc712cf09,1999-06-28,,999-56-3942,S99946202,X56335236X,Mr.,Vernon254,Leslie90,Bartell116,,,,white,nonhispanic,M,Los Angeles  California  US,1064 Jacobi Estate,Los Angeles,California,Los Angeles County,6037.0,90402,34.06048486931535,-118.51831863640696,7266.73,155864.83,6473,26,19.715811193975465,03ae998a-667f-b721-9a27-c69bc712cf09,83.36363636363636,84.5,6.1,112.8181818181818,184.6818181818182,67.24545454545454,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.193,0,0.274,1,0.794
e41b7a91-897d-1035-8243-9e4b944da217,2008-08-23,,999-93-6770,S99936516,,,Mirian768,Genny123,Mraz590,,,,white,nonhispanic,F,Oxnard  California  US,852 Lindgren Green,Huntington Beach,California,Orange County,6059.0,92649,33.67508070180036,-117.97061802803904,47079.53,18462.52,61737,17,24.03752029904425,e41b7a91-897d-1035-8243-9e4b944da217,72.16,84.5,6.1,129.17000000000002,135.05555555555554,43.84444444444445,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.064,0,0.358
03f132fd-fdaf-1ffd-951e-0d11ee4a197a,1979-01-19,,999-52-5709,S99983498,X54368816X,Mrs.,Gabriele201,,O'Kon634,,Schulist381,M,white,nonhispanic,F,Oxnard  California  US,457 Cassin Parade Unit 91,Mendota,California,Fresno County,6019.0,93640,36.790774999207095,-120.39137355403524,411238.86,903926.79,41522,46,29.51577325723889,03f132fd-fdaf-1ffd-951e-0d11ee4a197a,72.4,84.5,6.1,130.8,169.0,84.3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.463,0,0.414,1,0.918
edefcf67-d0d1-d8d8-71ee-56a1a7cb72bb,1962-07-17,,999-61-7694,S99960785,X77392176X,Mr.,Napoleon578,,Pagac496,,,D,white,nonhispanic,M,Jackson  California  US,450 Waelchi Rest,San Buenaventura (Ventura),California,Ventura County,6111.0,93060,33.97048697883,-119.37690964139394,240806.36,79569.05,136195,63,29.699218976053903,edefcf67-d0d1-d8d8-71ee-56a1a7cb72bb,79.18181818181819,84.5,6.1,94.72727272727272,191.4,108.8,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.712,0,0.436,1,0.994
a7862251-d9c7-0270-4320-6792b5c508bc,1940-12-14,,999-55-4344,S99918166,X17058863X,Mrs.,Marisa391,Tanika746,Corwin846,,Lesch175,M,white,nonhispanic,F,Lincoln  California  US,551 Dach Dale Unit 52,Los Angeles,California,Los Angeles County,6037.0,90272,34.09588778835785,-118.20102682844758,320982.19,1826146.68,142069,85,27.57512190292319,a7862251-d9c7-0270-4320-6792b5c508bc,84.8780487804878,74.3,3.1049586776859504,120.08536585365852,160.8,71.3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.952,0,0.895,1,1.0
c97901b3-57fe-81d5-179f-5fac9c2a6664,1967-03-13,,999-32-8064,S99923734,X66324368X,Mrs.,Adelaide981,,Paucek755,,VonRueden376,D,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,423 MacGyver Center,Foster City,California,San Mateo County,6081.0,94404,37.59306502683296,-122.23265549830668,243308.75,860585.85,128932,58,29.794761191776324,c97901b3-57fe-81d5-179f-5fac9c2a6664,63.53333333333333,84.5,4.552941176470589,107.73333333333332,168.3,84.39333333333333,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0.724,1,0.672,1,0.999
ab239418-8049-11e9-93be-832ba1847e9b,1976-07-22,,999-64-6261,S99975942,X49573794X,Mr.,Ramiro608,Cristian531,Menéndez746,,,S,white,hispanic,M,Santiago  Santiago Province  CL,484 Hettinger Trailer Unit 28,Highland,California,San Bernardino County,6071.0,92359,34.13525706950854,-117.25220806353514,9022.41,177131.48,12529,49,28.827210884353747,ab239418-8049-11e9-93be-832ba1847e9b,84.5,84.5,6.15,98.33333333333331,175.0,88.28333333333335,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.517,0,0.56,1,0.994
36389942-9cdf-3cb3-e77f-5988023b22f5,1960-09-29,,999-89-3495,S99956199,X28751182X,Mrs.,Tillie335,Madelene819,Wintheiser220,,Feeney44,M,black,nonhispanic,F,Fresno  California  US,614 Yundt Avenue,Simi Valley,California,Ventura County,6111.0,91362,34.25846462789655,-118.86311924920406,552264.82,1608131.96,142974,65,27.85996055226824,36389942-9cdf-3cb3-e77f-5988023b22f5,76.72727272727273,84.5,6.1,119.45454545454544,156.0,67.8,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,0.462,0,0.996
b11e1c08-0efe-a463-8a5a-c3c4db76406b,2018-08-23,,999-71-1159,,,,Pablo44,Andrés117,Barrientos891,,,,white,hispanic,M,Panama City  Panama  PA,760 Beahan Plaza Suite 70,Mendota,California,Fresno County,6019.0,93640,36.68155227561508,-120.44455759652033,1550.0,67298.12,7755,7,19.52644385589627,b11e1c08-0efe-a463-8a5a-c3c4db76406b,84.5,84.5,6.1,136.3125,91.1375,16.21875,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.083,0,0.053
0b3a73cc-1963-6573-8bcf-ea88172f5444,1953-11-23,,999-72-9595,S99985310,X24088650X,Mr.,George991,,Lehner980,,,M,white,nonhispanic,M,Pajaro  California  US,932 Cremin Dam,Santa Clara,California,Santa Clara County,6085.0,95126,37.3523847278618,-121.96072780710657,282384.59,630421.62,34569,72,27.144161767529223,0b3a73cc-1963-6573-8bcf-ea88172f5444,58.577319587628864,119.4,3.8,109.21649484536084,175.6,83.7,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.914,0,0.656,1,1.0
bc7e5ad2-b40d-f732-137c-e91c5555ce76,1983-04-15,,999-68-6351,S99976318,X21258647X,Mr.,Lawrence741,,Price929,,,M,white,nonhispanic,M,Santee  California  US,810 Jakubowski Fork,Pasadena,California,Los Angeles County,6037.0,91106,34.09256988742027,-118.1289509917221,352781.08,768475.48,54466,42,28.063432073921163,bc7e5ad2-b40d-f732-137c-e91c5555ce76,84.63636363636364,84.5,6.1,93.63636363636364,172.7,83.7,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.405,0,0.364,1,0.855
9ec283dd-ad80-9969-f86b-cd0d956ac9ba,1973-09-21,,999-19-4079,S99912562,X47463860X,Mrs.,Reina25,Isabela97,Yáñez198,,Jáquez824,M,white,hispanic,F,La Paz  Baja California  MX,153 Kertzmann Landing,Ontario,California,San Bernardino County,6071.0,91762,34.029662223245424,-117.66407364983247,381900.17,937643.47,133584,52,27.49100114710652,9ec283dd-ad80-9969-f86b-cd0d956ac9ba,88.35714285714286,84.5,6.23,140.60714285714286,159.0,69.5,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0.527,0,0.398,1,1.0
52a8f935-9285-e422-03ce-74e919537fb5,2003-03-26,,999-69-7185,S99914362,X89592572X,Ms.,Avery919,Lauralee67,Jerde200,,,,hawaiian,nonhispanic,F,Lamont  California  US,226 Abshire Street Unit 56,El Paso de Robles (Paso Robles),California,San Luis Obispo County,6079.0,93446,35.61450093385096,-120.7302069850079,106345.1,156341.43,70880,22,23.377697602036395,52a8f935-9285-e422-03ce-74e919537fb5,73.0,84.5,6.1,130.66666666666666,163.89999999999998,62.8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12,0,0.166,1,0.555
0030cc8d-0552-8e67-9c21-cbbb0a004863,1983-04-04,,999-10-7670,S99951469,X76710229X,Mr.,Óscar156,,Padrón382,,,M,asian,hispanic,M,San Jose  San Jose  CR,139 Mertz Divide Suite 76,Whittier,California,Los Angeles County,6037.0,90602,33.98497849208255,-117.97245049500252,132892.9,0.0,67390,42,23.44092941073705,0030cc8d-0552-8e67-9c21-cbbb0a004863,76.5,84.5,6.1,136.25,190.2,84.8,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0.364,0,0.855
396dd9b0-81d5-b5b9-81f0-0985e93ab559,2018-01-21,,999-55-4555,,,,Jeremy766,Asa127,Wilkinson796,,,,white,nonhispanic,M,Antioch  California  US,771 Gaylord Path Apt 94,Walnut Park,California,Los Angeles County,6037.0,90255,33.977216182391274,-118.21813179430237,1264.83,48796.92,27242,7,20.163388637869858,396dd9b0-81d5-b5b9-81f0-0985e93ab559,87.6875,84.5,6.1,126.4375,78.6375,12.46875,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.083,0,0.053
c9db3309-eb41-9d9b-8cd5-a17afbd19b67,1997-10-14,,999-88-5411,S99977638,X75115644X,Mr.,Denny560,Terry864,Feil794,,,,black,nonhispanic,M,Redondo Beach  California  US,930 Collier Lodge,Downey,California,Los Angeles County,6037.0,90650,33.998085133105555,-118.16235144872005,119295.47,12585.63,52127,28,27.232157627681424,c9db3309-eb41-9d9b-8cd5-a17afbd19b67,78.75,84.5,6.1,128.5,167.825,76.7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224,0,0.214,1,0.624
f0dfd6bf-b848-586d-ce1b-aaad7f4a64ac,2007-09-14,,999-41-8731,S99946800,,Mr.,Nestor901,Zachery872,Herman763,,,,white,hispanic,M,Newport Beach  California  US,551 King Vale Suite 63,Yuba City,California,Sutter County,6101.0,95993,39.16738900044092,-121.64763757403097,3050.0,59795.3,23437,18,17.304425122893303,f0dfd6bf-b848-586d-ce1b-aaad7f4a64ac,83.2,84.5,6.1,98.2,160.38,44.510000000000005,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.139,0,0.249
d52c7672-90c6-6178-6273-eb65201e4579,1966-05-23,,999-58-4883,S99939592,X17618848X,Ms.,Kenisha791,Melodie819,Ward668,,,S,white,nonhispanic,F,Mountain House  California  US,815 Veum Overpass Apt 51,Oxnard,California,Ventura County,6111.0,93003,34.21784230927216,-119.2347638990768,958179.77,528446.56,37426,59,29.474363819917656,d52c7672-90c6-6178-6273-eb65201e4579,80.07692307692308,84.5,6.1,104.07692307692308,166.2,81.41538461538462,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.638,0,0.584,1,0.989
4ceb8130-a4cb-7b96-8b43-918af54bd820,1980-03-12,,999-84-6985,S99925960,X28362822X,Mrs.,Lilli892,Huong243,Mann644,,Fritsch593,M,white,nonhispanic,F,Sunnyvale  California  US,319 Stamm Parade Unit 4,Foothill Farms,California,Sacramento County,,0,38.7150410240065,-121.38930992222372,634495.6,532743.01,57522,45,29.127737668104768,4ceb8130-a4cb-7b96-8b43-918af54bd820,84.6,84.5,6.1,122.2,173.4,87.58000000000001,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.487,0,0.23,1,0.905
f678b8f9-c6a0-19d6-1cf3-041a5ed1b93c,1989-05-07,,999-82-6112,S99940397,X18539734X,Mr.,Freeman822,Roosevelt595,Klocko335,,,M,other,hispanic,M,Pleasanton  California  US,352 Swift Drive Apt 62,Lakeside,California,San Diego County,6073.0,92040,32.87766259045716,-116.89090949927076,109191.61,15378.15,137739,36,29.00223266898664,f678b8f9-c6a0-19d6-1cf3-041a5ed1b93c,83.66666666666667,84.5,6.1,113.0,172.69999999999996,86.5,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.351,0,0.294,1,0.692
bf865774-9eb4-1c63-10ae-3885fb39fe23,1931-04-23,,999-54-9478,S99966504,X36879163X,Ms.,Minnie888,Shanelle862,Powlowski563,,,S,white,nonhispanic,F,Wildomar  California  US,801 Moore Estate Suite 17,Santa Cruz,California,Santa Cruz County,6087.0,95060,36.95207741402278,-121.95040433326253,383322.0,2801151.35,125043,94,28.72197359130184,bf865774-9eb4-1c63-10ae-3885fb39fe23,69.15384615384616,84.5,6.107692307692308,118.15384615384616,162.7,76.03076923076922,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.911,0,0.859,1,1.0
b6ecb453-d1a8-2208-c678-4a0c8c2050ed,2013-08-17,,999-94-4503,,,,Juan88,,Valentín837,,,,black,hispanic,M,Roseau  Saint George  DM,564 Stokes Arcade,Grand Terrace,California,San Bernardino County,6071.0,92313,34.05447090624766,-117.3087557349905,25522.87,801.05,143867,12,15.369526295737002,b6ecb453-d1a8-2208-c678-4a0c8c2050ed,75.58333333333333,84.5,6.1,96.83333333333331,117.19166666666666,21.10833333333333,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.105,0,0.112
36eb8071-a56d-8495-5c11-d6c10fecc321,1950-11-14,,999-98-8635,S99943316,X38806720X,Mr.,Gil594,Oscar384,Gleason633,,,D,white,nonhispanic,M,Torrance  California  US,763 Thompson Dam Apt 82,Los Banos,California,Merced County,6047.0,93635,37.04619421357092,-120.83964606697528,230143.55,240571.07,148697,75,29.40791591069048,36eb8071-a56d-8495-5c11-d6c10fecc321,70.8,84.5,6.083333333333333,112.8,184.2,99.78,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.817,0,0.691,1,1.0
26d1d554-0263-241a-2076-2406c7231f9d,1970-05-19,,999-65-2393,S99972673,X82153151X,Mr.,Eduardo902,Clemente531,Toro760,,,S,other,hispanic,M,Salisbury  Saint Joseph Parish  DM,412 Hansen Landing Suite 69,Calexico,California,Imperial County,6025.0,92231,32.736310659148955,-115.5540105864496,99721.56,137973.81,33090,55,28.83021359359658,26d1d554-0263-241a-2076-2406c7231f9d,82.0,84.5,7.25,128.625,178.6,91.9625,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.514,0,0.636,1,0.998
4be8057d-309a-206f-e777-a08986eaeafc,2003-03-04,,999-97-3952,S99941348,X47416720X,Mr.,Stefan297,Reid278,Reichel38,,,,white,hispanic,M,Fair Oaks  California  US,355 Johnson Stravenue,Escondido,California,San Diego County,6073.0,92025,33.14526503573748,-117.134673689683,4250.0,72563.74,19818,22,24.110212295986116,4be8057d-309a-206f-e777-a08986eaeafc,89.0,84.5,6.1,110.11111111111111,168.02222222222224,68.06666666666666,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.153,0,0.166,1,0.387
7e39fd0e-4112-ecb5-09ae-2f69ef596fa7,2001-02-22,,999-27-3717,S99916749,X85240727X,Ms.,Pilar644,Francisca486,Acosta403,,,,white,hispanic,F,Mexico City  Mexico City  MX,589 Abshire Stravenue,San Francisco,California,San Francisco County,6075.0,94110,37.8165516448932,-122.41941144200986,121952.26,99845.51,198416,24,21.894034657989007,7e39fd0e-4112-ecb5-09ae-2f69ef596fa7,92.2,84.5,6.1,141.17142857142858,153.76666666666668,51.76666666666667,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.131,0,0.882
ee0c414d-d79c-43c5-2880-00499038b142,1963-05-22,,999-95-3107,S99946744,X37651186X,Mr.,Kris249,,Padberg411,,,M,white,hispanic,M,San Jose  California  US,809 Goldner Esplanade,Indio,California,Riverside County,6065.0,92203,33.67826318430962,-116.2632411295867,109759.01,819067.82,26078,62,27.98392364477984,ee0c414d-d79c-43c5-2880-00499038b142,76.26633663366336,84.5,3.09375,106.72376237623764,167.7,78.7,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.859,0,0.529,1,0.999
48dcdc01-e73d-31b5-96d9-6a7cf174f398,2024-04-19,,999-64-8682,,,,Jeremy766,Derick144,Casper496,,,,white,hispanic,M,El Centro  California  US,1082 Brekke Trail,Sunnyvale,California,Santa Clara County,6085.0,95014,37.34510585672973,-122.05938219380975,5906.9,0.0,66079,1,17.763608626227462,48dcdc01-e73d-31b5-96d9-6a7cf174f398,80.625,84.5,6.1,142.25,69.225,8.5125,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.061,0,0.001
